ts,cpu_total_pct,mem_used_bytes,mem_total_bytes,proc_rss_bytes,disk_read_bytes,disk_write_bytes,net_bytes_sent,net_bytes_recv
1760290586.743679,52.8,17389715456,134892691456,167907328,35831015936,583762220032,440796802986,480408841673
1760290587.2447305,52.1,17405026304,134892691456,167907328,35831015936,583762220032,440796803307,480408841994
1760290587.745769,51.7,17395826688,134892691456,167907328,35831015936,583762220032,440796821356,480408860451
1760290588.2466583,51.7,17404788736,134892691456,167907328,35831015936,583762220032,440796821677,480408860772
1760290588.747691,51.5,17392742400,134892691456,168169472,35831015936,583762220032,440796842668,480408882151
1760290589.248875,51.7,17392013312,134892691456,168169472,35831015936,583762220032,440796842989,480408882472
1760290589.7500129,51.8,17395421184,134892691456,168169472,35831015936,583762220032,440796859565,480408899286
1760290590.2510338,51.6,17396924416,134892691456,168169472,35831015936,583762220032,440796859886,480408899607
1760290590.7520115,51.8,17400815616,134892691456,168169472,35831015936,583762220032,440796877342,480408917086
1760290591.2528114,51.6,17400635392,134892691456,168169472,35831015936,583762220032,440796877663,480408917407
1760290591.7537115,51.9,17403437056,134892691456,168169472,35831015936,583762220032,440796894240,480408934358
1760290592.2546878,51.6,17402851328,134892691456,168169472,35831015936,583762220032,440796894561,480408934679
1760290592.7555861,52.0,17399406592,134892691456,168169472,35831015936,583762220032,440796915040,480408955442
1760290593.2564821,51.6,17399603200,134892691456,168169472,35831015936,583762220032,440796916401,480408956803
1760290593.7573903,51.8,17390321664,134892691456,168169472,35831015936,583762220032,440796938069,480408978874
1760290594.2583,51.8,17408282624,134892691456,168169472,35831015936,583762220032,440796938390,480408979195
1760290594.7592921,51.6,17402105856,134892691456,168169472,35831015936,583762220032,440796954466,480408995271
1760290595.2600284,51.9,17438543872,134892691456,168169472,35831015936,583762220032,440796956730,480408997657
1760290595.7610705,51.7,17423343616,134892691456,168169472,35831015936,583762220032,440796972182,480409013109
1760290596.2622747,51.6,17422123008,134892691456,168169472,35831015936,583762220032,440796974759,480409015941
1760290596.7631845,52.0,17425506304,134892691456,168169472,35831015936,583762220032,440796990211,480409031393
1760290597.2643633,51.6,17424764928,134892691456,168169472,35831015936,583762220032,440796992069,480409034137
1760290597.7653975,52.0,17422905344,134892691456,168169472,35831015936,583762220032,440797007796,480409049864
1760290598.2660935,51.9,17422102528,134892691456,168169472,35831015936,583762220032,440797009736,480409052122
1760290598.7668316,51.9,17419173888,134892691456,168169472,35831015936,583762220032,440797029543,480409071929
1760290599.268035,51.6,17419403264,134892691456,168169472,35831015936,583762220032,440797030989,480409073808
1760290599.7690916,51.9,17428611072,134892691456,168169472,35831015936,583762220032,440797046441,480409089260
1760290600.270203,51.7,17428717568,134892691456,168169472,35831015936,583762220032,440797047887,480409091143
1760290600.7712796,51.9,17436749824,134892691456,168169472,35831015936,583762220032,440797063339,480409106595
1760290601.2723987,51.7,17436688384,134892691456,168169472,35831015936,583762220032,440797064994,480409108358
1760290601.7732878,51.7,17422405632,134892691456,168169472,35831015936,583762220032,440797080446,480409123810
1760290602.2741835,52.2,17442701312,134892691456,168169472,35831015936,583762220032,440797081126,480409124573
1760290602.7751698,51.7,17434537984,134892691456,168169472,35831015936,583762220032,440797100181,480409143628
